tax_number,year,registration_number,is_sole_trader,sme_category,org_name,org_short_name,main_nace_code,region_iso_code,region_code,region,area,settlement,settlement_type,municipality_code,lat,lon,start_date,end_date,revenue,expenditure,employees_count
9701115408,2024,1187746698589,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТУДИО КОНСАЛТ""","ООО ""СТУДИО КОНСАЛТ""",63.11,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2020-04-10,2025-06-10,306508992.0,285724992.0,4.0
9701116095,2024,1187746711415,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИДЖИТАЛ ЛАБ""","ООО ""ДИДЖИТАЛ ЛАБ""",62.02,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2018-08-10,2025-06-10,241726000.0,237540000.0,7.0
9701116539,2024,1187746720402,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОММУНИКАЦИОННОЕ БЮРО ""ОБЪЕДИНЕННЫЕ ПАРТНЕРЫ""","ООО ""КОММУНИКАЦИОННОЕ БЮРО ""ОБЪЕДИНЕННЫЕ ПАРТНЕРЫ""",63.91,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-06-10,327308000.0,268250000.0,20.0
9701119240,2024,1187746757241,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЭЙНС ЛАБОРАТОРИЯ""","ООО ""МЭЙНС ЛАБОРАТОРИЯ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-11-10,2024-07-10,215108000.0,149794000.0,57.0
9701119240,2024,1187746757241,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЭЙНС ЛАБОРАТОРИЯ""","ООО ""МЭЙНС ЛАБОРАТОРИЯ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-06-10,215108000.0,149794000.0,57.0
9701123014,2024,1187746878879,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАНТЕР-СЕРВИС""","ООО ""ЛАНТЕР-СЕРВИС""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-06-10,2024-07-10,205230000.0,195432992.0,76.0
9701123014,2024,1187746878879,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАНТЕР-СЕРВИС""","ООО ""ЛАНТЕР-СЕРВИС""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-06-10,205230000.0,195432992.0,76.0
9701123060,2024,1187746882564,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИКАБУ""","ООО ""ПИКАБУ""",63.12,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-07-10,2025-06-10,832457980.0,573065020.0,88.0
9701125798,2024,1197746037213,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБР ТЕХНОЛОГИИ""","ООО ""АБР ТЕХ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2020-08-10,2024-07-10,428759008.0,288776000.0,120.0
9701125798,2024,1197746037213,0,3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБР ТЕХНОЛОГИИ""","ООО ""АБР ТЕХ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-06-10,428759008.0,288776000.0,120.0
9701127629,2024,1197746141427,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ ПРО""","ООО ""СМАРТ ПРО""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2020-08-10,2024-07-10,139351008.0,132035000.0,33.0
9701127629,2024,1197746141427,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ ПРО""","ООО ""СМАРТ ПРО""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-06-10,139351008.0,132035000.0,33.0
9701127876,2024,1197746150150,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХЕЛЛОУ КОМПЬЮТЕР ГРУПП""","ООО ""ХЕЛЛОУ КОМПЬЮТЕР ГРУПП""",62.02,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-07-10,2024-09-10,107910000.0,107101000.0,7.0
9701127876,2024,1197746150150,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХЕЛЛОУ КОМПЬЮТЕР ГРУПП""","ООО ""ХЕЛЛОУ КОМПЬЮТЕР ГРУПП""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-09-10,2024-12-10,107910000.0,107101000.0,7.0
9701127876,2024,1197746150150,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИДЖИТАЛ ТЕХНОЛОГИИ""","ООО ""ФИДЖИТАЛ ТЕХНОЛОГИИ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-12-10,2025-06-10,107910000.0,107101000.0,7.0
9701136990,2024,1197746378664,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАТТЕРН""","ООО ""ПАТТЕРН""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-06-10,2025-06-10,275528000.0,203388992.0,3.0
9701140612,2024,1197746458073,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕЙРИ""","ООО ""НЕЙРИ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2019-08-10,2025-06-10,159031008.0,153148992.0,7.0
9701146156,2024,1197746569052,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ ЦИФРОВЫЕ СИСТЕМЫ""","ООО ""СЦС""",63.11.1,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-07-10,2025-06-10,578688000.0,582771970.0,0.0
9701157831,2024,1207700139932,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖЕНСКИЙ КАЛЕНДАРЬ МЕСЯЧНЫХ - ОВУЛЯЦИЯ, БЕРЕМЕННОСТЬ И РАЗВИТИЕ РЕБЕНКА""",,62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2021-07-10,2024-07-10,182896992.0,181824992.0,22.0
9701157831,2024,1207700139932,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖЕНСКИЙ КАЛЕНДАРЬ МЕСЯЧНЫХ - ОВУЛЯЦИЯ, БЕРЕМЕННОСТЬ И РАЗВИТИЕ РЕБЕНКА""",,62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-06-10,182896992.0,181824992.0,22.0
9701157983,2024,1207700144090,0,1,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИСТЕМА""","АО ""СИСТЕМА""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2020-04-10,2025-06-10,444096992.0,349336000.0,7.0
9701158240,2024,1207700158401,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИЛА ЗНАНИЯ""","ООО ""СИЛА ЗНАНИЯ""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-10-10,2024-07-10,459079008.0,408942016.0,52.0
9701158240,2024,1207700158401,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИЛА ЗНАНИЯ""","ООО ""СИЛА ЗНАНИЯ""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-06-10,459079008.0,408942016.0,52.0
9701159846,2024,1207700249492,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКТОР""","ООО ""ВЕКТОР""",62.03,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2020-08-10,2025-06-10,114859000.0,113684000.0,5.0
9701160489,2024,1207700283053,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИНАМИЧЕСКИЕ СИСТЕМЫ""","ООО ""ДИНАМИЧЕСКИЕ СИСТЕМЫ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2020-09-10,2024-07-10,238844992.0,213198000.0,59.0
9701160489,2024,1207700283053,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИНАМИЧЕСКИЕ СИСТЕМЫ""","ООО ""ДИНАМИЧЕСКИЕ СИСТЕМЫ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-06-10,238844992.0,213198000.0,59.0
9701161034,2024,1207700299729,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТАЛЛ ИКС""","ООО ""МЕТАЛЛ ИКС""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2021-05-10,2025-06-10,245914000.0,113402000.0,21.0
9701161387,2024,1207700311060,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕТЬ ПАРТНЕРСТВ""","ООО ""СЕТЬ ПАРТНЕРСТВ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2020-09-10,2025-06-10,419540000.0,3274887940.0,133.0
9701162253,2024,1207700340253,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИПСЕРВИС ТЕХНОЛОГИИ""","ООО ""ВИПСЕРВИС ТЕХНОЛОГИИ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2020-10-10,2024-07-10,174720000.0,195338000.0,46.0
9701162253,2024,1207700340253,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИПСЕРВИС ТЕХНОЛОГИИ""","ООО ""ВИПСЕРВИС ТЕХНОЛОГИИ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-06-10,174720000.0,195338000.0,46.0
9701162616,2024,1207700356159,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИНКУРА РУС""","ООО ""СИНКУРА РУС""",63.99,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2020-10-10,2025-06-10,124034000.0,105250000.0,23.0
9701165222,2024,1207700438758,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПРИОРИ""","ООО ""АПРИОРИ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-10-10,2024-10-10,356968000.0,356775008.0,10.0
9701165871,2024,1207700448570,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧЕКИ ИЗ АПТЕКИ""","ООО ""ЧЕКИ ИЗ АПТЕКИ""",63.11.1,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2020-12-10,2025-06-10,316352000.0,109119000.0,14.0
9701167325,2024,1207700473034,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОГОС-ЛТД""","ООО ""ЛОГОС-ЛТД""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2021-01-10,2024-03-10,821091970.0,816337020.0,29.0
9701168696,2024,1217700002959,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" МАГНУС ТЕХ""","ООО ""МАГНУС ТЕХ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-07-10,2024-06-10,853756030.0,853123970.0,286.0
9701170617,2024,1217700051502,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГДОКС""","ООО ""РЕГДОКС""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2021-03-10,2024-03-10,391710016.0,390128992.0,3.0
9701173343,2024,1217700128172,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЙЧТУСОФТ""","ООО ""ЭЙЧТУСОФТ""",63.11.1,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2021-04-10,2025-06-10,939276990.0,685171010.0,163.0
9701177228,2024,1217700222750,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЗДАТЕЛЬСТВО МИР ХОББИ""","ООО ""ИЗДАТЕЛЬСТВО МИР ХОББИ""",58.19,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2021-06-10,2025-06-10,187668992.0,187112992.0,67.0
9701179641,2024,1217700286561,0,1,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНТЕКСТУС""","АО ""КОНТЕКСТУС""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2021-07-10,2025-06-10,115750000.0,65861000.0,15.0
9701181979,2024,1217700358083,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАТА САПИЕНС""","ООО ""ДАТА САПИЕНС""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-07-10,2025-06-10,482484000.0,438684000.0,85.0
9701187473,2024,1217700504405,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИНИТИ ПРОДАКШН""","ООО ""ТРИНИТИ ПРОДАКШН""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2021-11-10,2025-06-10,134219008.0,122376000.0,71.0
9701189142,2024,1217700546975,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ПЛАТЕЖНЫХ СИСТЕМ""","ООО ""ЦПС""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-10-10,2025-06-10,342139008.0,252132000.0,13.0
9701190042,2024,1217700567996,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОДИССЕЙ МЕДИА ТЕХНОЛОГИИ""","ООО ""ОДИССЕЙ МЕДИА ТЕХНОЛОГИИ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2021-12-10,2025-06-10,391468992.0,157678000.0,28.0
9701194551,2024,1227700025410,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСЭНЕРГОСЕРВИС""","ООО ""ТРАНСЭНЕРГОСЕРВИС""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-10-10,2025-06-10,357657984.0,356623008.0,14.0
9701198637,2024,1227700112485,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АИБ""","ООО ""АИБ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-07-10,2025-06-10,292691008.0,55268000.0,19.0
9701199334,2024,1227700125894,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНГАРА""","ООО ""АНГАРА""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-07-10,2025-06-10,363441984.0,361156000.0,4.0
9701201872,2024,1227700185305,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИАВЕЙ""","ООО ""ВИАВЕЙ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-04-10,2025-06-10,123627000.0,121321000.0,13.0
9701202812,2024,1227700210352,0,1,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""А771""","АО ""А771""",63.11.1,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-09-10,2025-06-10,883038020.0,282814016.0,8.0
9701203830,2024,1227700233144,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙ ТИ СИ""","ООО ""АЙ ТИ СИ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-05-10,2025-06-10,185918000.0,64833000.0,4.0
9701208934,2024,1227700338656,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЦР""","ООО ""БЦР""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-07-10,2025-06-10,701462980.0,624643970.0,31.0
9701210098,2024,1227700362450,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЬЮСОФТ МЕДИА""","ООО ""НЬЮСОФТ МЕДИА""",62.02,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-07-10,2024-03-10,289895008.0,259604992.0,2.0
9701210098,2024,1227700362450,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЬЮСОФТ МЕДИА""","ООО ""НЬЮСОФТ МЕДИА""",63.11,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-03-10,2025-06-10,289895008.0,259604992.0,2.0
9701210500,2024,1227700370358,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТ-СЕРВИС ЛАБ""","ООО ""ИТ-СЕРВИС ЛАБ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-07-10,2025-06-10,152382000.0,188314000.0,33.0
9701216491,2024,1227700511774,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВАЯ ЛОГИКА""","ООО ""ЦИФРОВАЯ ЛОГИКА""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-09-10,2025-06-10,234828000.0,242800992.0,35.0
9701217255,2024,1227700529462,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТИУС""","ООО ""МЕТИУС""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-09-10,2025-06-10,295511008.0,254331008.0,4.0
9701223354,2024,1227700648559,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРУКТУРА""","ООО ""СТРУКТУРА""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-12-10,2025-06-10,170374000.0,166036000.0,7.0
9701226732,2024,1227700720576,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИП.РУ""","ООО ""БИП.РУ""",63.11,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-12-10,2024-02-10,338883008.0,159308000.0,5.0
9701226732,2024,1227700720576,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИП.РУ""","ООО ""БИП.РУ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-02-10,2025-06-10,338883008.0,159308000.0,5.0
9701228578,2024,1227700755644,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНКОРД БИЛДИНГ""","ООО ""КОНКОРД БИЛДИНГ""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-02-10,2025-06-10,329401984.0,308688992.0,10.0
9701231732,2024,1227700835471,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГИДЫ-ПЕРЕВОДЧИКИ-ПУТЕШЕСТВИЯ И ТУРИЗМ""","ООО ""ГИДЫ-ПЕРЕВОДЧИКИ-ПУТЕШЕСТВИЯ И ТУРИЗМ""",79.12,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-01-10,2025-06-10,224732992.0,203927008.0,5.0
9701239481,2024,1237700101517,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУЛКИТ ТЕХ""","ООО ""ТУЛКИТ ТЕХ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-03-10,2025-06-10,150219008.0,131173000.0,23.0
9701243086,2024,1237700191123,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМС ЛИДС""","ООО ""СМС ЛИДС""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-04-10,2024-07-10,525520000.0,461060992.0,4.0
9701243086,2024,1237700191123,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМС ЛИДС""","ООО ""СМС ЛИДС""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-06-10,525520000.0,461060992.0,4.0
9701243270,2024,1237700196601,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТЕРЕОС ГРУПП""","ООО ""СТЕРЕОС ГРУПП""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-04-10,2025-06-10,123037000.0,72909000.0,2.0
9701243865,2024,1237700213332,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛСР""","ООО ""ЛСР""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-04-10,2025-06-10,174248992.0,111589000.0,17.0
9701244516,2024,1237700232043,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛЭЙМАТИК""","ООО ""ПЛЭЙМАТИК""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-04-10,2024-07-10,1228866940.0,1094054020.0,4.0
9701244516,2024,1237700232043,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛЭЙМАТИК""","ООО ""ПЛЭЙМАТИК""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-06-10,1228866940.0,1094054020.0,4.0
9701245333,2024,1237700253174,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНСТРУКТОРСКОЕ БЮРО 3303""","ООО ""КБ 3303""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-06-10,2025-06-10,398984000.0,381536000.0,31.0
9701253408,2024,1237700459094,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДФИН""","ООО ""ЛИДФИН""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-08-10,2025-06-10,221179008.0,215862000.0,2.0
9701254698,2024,1237700492765,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЛ-К ИНТЕЛЛЕКТСИСТЕМС""","ООО ""ДЛ-К ИС""",62.02,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-08-10,2025-06-10,100009000.0,97587000.0,3.0
9701257466,2024,1237700560855,0,1,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ФИДЖИТАЛ ТЕХНОЛОГИИ»,ООО «ФИДЖИТАЛ ТЕХНОЛОГИИ»,62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-09-10,2024-07-10,286761984.0,272184992.0,6.0
9701257466,2024,1237700560855,0,2,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ФИДЖИТАЛ ТЕХНОЛОГИИ»,ООО «ФИДЖИТАЛ ТЕХНОЛОГИИ»,62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2024-07-10,2025-02-10,286761984.0,272184992.0,6.0
9701258967,2024,1237700602941,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИДСТЕР""","ООО ""БИДСТЕР""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-10-10,2025-06-10,246486000.0,219383008.0,3.0
9701260250,2024,1237700642805,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ПЛАТЕЖНЫХ СИСТЕМ""","ООО ""СПС""",62.09,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-10-10,2025-06-10,152628000.0,87813000.0,43.0
9701262868,2024,1237700721741,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕРРА АЙТИ""","ООО ""ТЕРРА АЙТИ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2023-11-10,2025-06-10,103860000.0,90872000.0,26.0
